(166.206, 841.568)   (1676.38, -230.089)   (166.206, 841.568)
(166.631, 843.718)   (1680.67, -230.69)   (166.631, 843.718)
(167.055, 845.867)   (1684.96, -231.292)   (167.055, 845.867)
(167.479, 848.017)   (1689.25, -231.894)   (167.479, 848.017)
(167.903, 850.166)   (1693.55, -232.495)   (167.903, 850.166)
(168.328, 852.316)   (1697.84, -233.097)   (168.328, 852.316)
(168.752, 854.465)   (1702.13, -233.699)   (168.752, 854.465)
(169.176, 856.614)   (1706.42, -234.3)   (169.176, 856.614)
(169.6, 858.764)   (1710.71, -234.902)   (169.6, 858.764)
(170.025, 860.913)   (1715, -235.503)   (170.025, 860.913)
(170.449, 863.063)   (1719.29, -236.105)   (170.449, 863.063)
(170.873, 865.212)   (1723.58, -236.707)   (170.873, 865.212)
(171.297, 867.361)   (1727.88, -237.308)   (171.297, 867.361)
(171.722, 869.511)   (1732.17, -237.91)   (171.722, 869.511)
(172.146, 871.66)   (1736.46, -238.511)   (172.146, 871.66)
(172.57, 873.81)   (1740.75, -239.113)   (172.57, 873.81)
(172.994, 875.959)   (1745.04, -239.715)   (172.994, 875.959)
(173.419, 878.109)   (1749.33, -240.316)   (173.419, 878.109)
(173.843, 880.258)   (1753.62, -240.918)   (173.843, 880.258)
(174.267, 882.407)   (1757.91, -241.519)   (174.267, 882.407)
(174.691, 884.557)   (1762.21, -242.121)   (174.691, 884.557)
(175.116, 886.706)   (1766.5, -242.723)   (175.116, 886.706)
(175.54, 888.856)   (1770.79, -243.324)   (175.54, 888.856)
(175.964, 891.005)   (1775.08, -243.926)   (175.964, 891.005)
(176.389, 893.154)   (1779.37, -244.527)   (176.389, 893.154)
(176.813, 895.304)   (1783.66, -245.129)   (176.813, 895.304)
(177.237, 897.453)   (1787.95, -245.731)   (177.237, 897.453)
(177.661, 899.603)   (1792.24, -246.332)   (177.661, 899.603)
(178.086, 901.752)   (1796.54, -246.934)   (178.086, 901.752)
(178.51, 903.901)   (1800.83, -247.535)   (178.51, 903.901)
(178.934, 906.051)   (1805.12, -248.137)   (178.934, 906.051)
(179.359, 908.2)   (1809.41, -248.739)   (179.359, 908.2)
(179.783, 910.35)   (1813.7, -249.34)   (179.783, 910.35)
(180.207, 912.499)   (1817.99, -249.942)   (180.207, 912.499)
(180.632, 914.649)   (1822.28, -250.543)   (180.632, 914.649)
(181.056, 916.798)   (1826.57, -251.145)   (181.056, 916.798)
(181.48, 918.947)   (1830.87, -251.747)   (181.48, 918.947)
(181.905, 921.097)   (1835.16, -252.348)   (181.905, 921.097)
(182.329, 923.246)   (1839.45, -252.95)   (182.329, 923.246)
(182.753, 925.396)   (1843.74, -253.551)   (182.753, 925.396)
(183.177, 927.545)   (1848.03, -254.153)   (183.177, 927.545)
(183.602, 929.694)   (1852.32, -254.754)   (183.602, 929.694)
(184.026, 931.844)   (1856.61, -255.356)   (184.026, 931.844)
(184.45, 933.993)   (1860.9, -255.958)   (184.45, 933.993)
(184.875, 936.143)   (1865.2, -256.559)   (184.875, 936.143)
(185.299, 938.292)   (1869.49, -257.161)   (185.299, 938.292)
(185.723, 940.442)   (1873.78, -257.762)   (185.723, 940.442)
(186.148, 942.591)   (1878.07, -258.364)   (186.148, 942.591)
(186.572, 944.74)   (1882.36, -258.966)   (186.572, 944.74)
(186.997, 946.89)   (1886.65, -259.567)   (186.997, 946.89)
(187.421, 949.039)   (1890.94, -260.169)   (187.421, 949.039)
(187.845, 951.189)   (1895.23, -260.77)   (187.845, 951.189)
(188.27, 953.338)   (1899.53, -261.372)   (188.27, 953.338)
(188.694, 955.487)   (1903.82, -261.973)   (188.694, 955.487)
(189.118, 957.637)   (1908.11, -262.575)   (189.118, 957.637)
(189.543, 959.786)   (1912.4, -263.177)   (189.543, 959.786)
(189.967, 961.936)   (1916.69, -263.778)   (189.967, 961.936)
(190.391, 964.085)   (1920.98, -264.38)   (190.391, 964.085)
(190.816, 966.234)   (1925.27, -264.981)   (190.816, 966.234)
(191.24, 968.384)   (1929.56, -265.583)   (191.24, 968.384)
(191.664, 970.533)   (1933.86, -266.184)   (191.664, 970.533)
(192.089, 972.683)   (1938.15, -266.786)   (192.089, 972.683)
(192.513, 974.832)   (1942.44, -267.387)   (192.513, 974.832)
(192.938, 976.982)   (1946.73, -267.989)   (192.938, 976.982)
(193.362, 979.131)   (1951.02, -268.591)   (193.362, 979.131)
(193.786, 981.28)   (1955.31, -269.192)   (193.786, 981.28)
(194.211, 983.43)   (1959.6, -269.794)   (194.211, 983.43)
(194.635, 985.579)   (1963.89, -270.395)   (194.635, 985.579)
(195.059, 987.729)   (1968.19, -270.997)   (195.059, 987.729)
(195.484, 989.878)   (1972.48, -271.598)   (195.484, 989.878)
(195.908, 992.027)   (1976.77, -272.2)   (195.908, 992.027)
(196.333, 994.177)   (1981.06, -272.802)   (196.333, 994.177)
(196.757, 996.326)   (1985.35, -273.403)   (196.757, 996.326)
(197.181, 998.476)   (1989.64, -274.005)   (197.181, 998.476)
(197.606, 1000.63)   (1993.93, -274.606)   (197.606, 1000.63)
(198.03, 1002.77)   (1998.22, -275.208)   (198.03, 1002.77)
(198.455, 1004.92)   (2002.52, -275.809)   (198.455, 1004.92)
(198.879, 1007.07)   (2006.81, -276.411)   (198.879, 1007.07)
(199.303, 1009.22)   (2011.1, -277.012)   (199.303, 1009.22)
(199.728, 1011.37)   (2015.39, -277.614)   (199.728, 1011.37)
(200.152, 1013.52)   (2019.68, -278.216)   (200.152, 1013.52)
(200.577, 1015.67)   (2023.97, -278.817)   (200.577, 1015.67)
(201.001, 1017.82)   (2028.26, -279.419)   (201.001, 1017.82)
(201.425, 1019.97)   (2032.56, -280.02)   (201.425, 1019.97)
(201.85, 1022.12)   (2036.85, -280.622)   (201.85, 1022.12)
(202.274, 1024.27)   (2041.14, -281.223)   (202.274, 1024.27)
(202.699, 1026.42)   (2045.43, -281.825)   (202.699, 1026.42)
(203.123, 1028.57)   (2049.72, -282.427)   (203.123, 1028.57)
(203.548, 1030.72)   (2054.01, -283.028)   (203.548, 1030.72)
(203.972, 1032.87)   (2058.3, -283.63)   (203.972, 1032.87)
(204.396, 1035.02)   (2062.59, -284.231)   (204.396, 1035.02)
(204.821, 1037.17)   (2066.89, -284.833)   (204.821, 1037.17)
(205.245, 1039.31)   (2071.18, -285.434)   (205.245, 1039.31)
(205.67, 1041.46)   (2075.47, -286.036)   (205.67, 1041.46)
(206.094, 1043.61)   (2079.76, -286.637)   (206.094, 1043.61)
(206.519, 1045.76)   (2084.05, -287.239)   (206.519, 1045.76)
(206.943, 1047.91)   (2088.34, -287.84)   (206.943, 1047.91)
(207.367, 1050.06)   (2092.63, -288.442)   (207.367, 1050.06)
(207.792, 1052.21)   (2096.92, -289.044)   (207.792, 1052.21)
(208.216, 1054.36)   (2101.22, -289.645)   (208.216, 1054.36)
(208.641, 1056.51)   (2105.51, -290.247)   (208.641, 1056.51)
(209.065, 1058.66)   (2109.8, -290.848)   (209.065, 1058.66)
(209.49, 1060.81)   (2114.09, -291.45)   (209.49, 1060.81)
(209.914, 1062.96)   (2118.38, -292.051)   (209.914, 1062.96)
(210.339, 1065.11)   (2122.67, -292.653)   (210.339, 1065.11)
(210.763, 1067.26)   (2126.96, -293.254)   (210.763, 1067.26)
(211.187, 1069.41)   (2131.25, -293.856)   (211.187, 1069.41)
(211.612, 1071.56)   (2135.55, -294.457)   (211.612, 1071.56)
(212.036, 1073.71)   (2139.84, -295.059)   (212.036, 1073.71)
(212.461, 1075.85)   (2144.13, -295.66)   (212.461, 1075.85)
(212.885, 1078)   (2148.42, -296.262)   (212.885, 1078)
(213.31, 1080.15)   (2152.71, -296.863)   (213.31, 1080.15)
(213.734, 1082.3)   (2157, -297.465)   (213.734, 1082.3)
(214.159, 1084.45)   (2161.29, -298.066)   (214.159, 1084.45)
(214.583, 1086.6)   (2165.58, -298.668)   (214.583, 1086.6)
(215.008, 1088.75)   (2169.88, -299.27)   (215.008, 1088.75)
(215.432, 1090.9)   (2174.17, -299.871)   (215.432, 1090.9)
(215.857, 1093.05)   (2178.46, -300.473)   (215.857, 1093.05)
(216.281, 1095.2)   (2182.75, -301.074)   (216.281, 1095.2)
(216.705, 1097.35)   (2187.04, -301.676)   (216.705, 1097.35)
(217.13, 1099.5)   (2191.33, -302.277)   (217.13, 1099.5)
(217.554, 1101.65)   (2195.62, -302.879)   (217.554, 1101.65)
(217.979, 1103.8)   (2199.91, -303.48)   (217.979, 1103.8)
(218.403, 1105.95)   (2204.21, -304.082)   (218.403, 1105.95)
(218.828, 1108.1)   (2208.5, -304.683)   (218.828, 1108.1)
(219.252, 1110.25)   (2212.79, -305.285)   (219.252, 1110.25)
(219.677, 1112.39)   (2217.08, -305.886)   (219.677, 1112.39)
(220.101, 1114.54)   (2221.37, -306.488)   (220.101, 1114.54)
(220.526, 1116.69)   (2225.66, -307.089)   (220.526, 1116.69)
(220.95, 1118.84)   (2229.95, -307.691)   (220.95, 1118.84)
(221.375, 1120.99)   (2234.24, -308.293)   (221.375, 1120.99)
(221.799, 1123.14)   (2238.54, -308.894)   (221.799, 1123.14)
(222.224, 1125.29)   (2242.83, -309.496)   (222.224, 1125.29)
(222.648, 1127.44)   (2247.12, -310.097)   (222.648, 1127.44)
(223.073, 1129.59)   (2251.41, -310.699)   (223.073, 1129.59)
(223.497, 1131.74)   (2255.7, -311.3)   (223.497, 1131.74)
(223.922, 1133.89)   (2259.99, -311.902)   (223.922, 1133.89)
(224.346, 1136.04)   (2264.28, -312.503)   (224.346, 1136.04)
(224.771, 1138.19)   (2268.57, -313.105)   (224.771, 1138.19)
(225.195, 1140.34)   (2272.87, -313.706)   (225.195, 1140.34)
(225.62, 1142.49)   (2277.16, -314.308)   (225.62, 1142.49)
(226.044, 1144.64)   (2281.45, -314.909)   (226.044, 1144.64)
(226.469, 1146.79)   (2285.74, -315.511)   (226.469, 1146.79)
(226.893, 1148.93)   (2290.03, -316.112)   (226.893, 1148.93)
(227.318, 1151.08)   (2294.32, -316.714)   (227.318, 1151.08)
(227.742, 1153.23)   (2298.61, -317.316)   (227.742, 1153.23)
(228.167, 1155.38)   (2302.9, -317.917)   (228.167, 1155.38)
(228.591, 1157.53)   (2307.2, -318.519)   (228.591, 1157.53)
(229.016, 1159.68)   (2311.49, -319.12)   (229.016, 1159.68)
(229.44, 1161.83)   (2315.78, -319.722)   (229.44, 1161.83)
(229.865, 1163.98)   (2320.07, -320.323)   (229.865, 1163.98)
(230.289, 1166.13)   (2324.36, -320.925)   (230.289, 1166.13)
(230.714, 1168.28)   (2328.65, -321.526)   (230.714, 1168.28)
(231.139, 1170.43)   (2332.94, -322.128)   (231.139, 1170.43)
(231.563, 1172.58)   (2337.23, -322.729)   (231.563, 1172.58)
(231.988, 1174.73)   (2341.53, -323.331)   (231.988, 1174.73)
(232.412, 1176.88)   (2345.82, -323.932)   (232.412, 1176.88)
(232.837, 1179.03)   (2350.11, -324.534)   (232.837, 1179.03)
(233.261, 1181.18)   (2354.4, -325.135)   (233.261, 1181.18)
(233.686, 1183.33)   (2358.69, -325.737)   (233.686, 1183.33)
(234.11, 1185.47)   (2362.98, -326.338)   (234.11, 1185.47)
(234.535, 1187.62)   (2367.27, -326.94)   (234.535, 1187.62)
(234.959, 1189.77)   (2371.56, -327.541)   (234.959, 1189.77)
(235.384, 1191.92)   (2375.86, -328.143)   (235.384, 1191.92)
(235.808, 1194.07)   (2380.15, -328.744)   (235.808, 1194.07)
(236.233, 1196.22)   (2384.44, -329.346)   (236.233, 1196.22)
(236.658, 1198.37)   (2388.73, -329.947)   (236.658, 1198.37)
(237.082, 1200.52)   (2393.02, -330.549)   (237.082, 1200.52)
(237.507, 1202.67)   (2397.31, -331.15)   (237.507, 1202.67)
(237.931, 1204.82)   (2401.6, -331.752)   (237.931, 1204.82)
(238.356, 1206.97)   (2405.89, -332.353)   (238.356, 1206.97)
(238.78, 1209.12)   (2410.19, -332.955)   (238.78, 1209.12)
(239.205, 1211.27)   (2414.48, -333.556)   (239.205, 1211.27)
(239.629, 1213.42)   (2418.77, -334.158)   (239.629, 1213.42)
(240.054, 1215.57)   (2423.06, -334.759)   (240.054, 1215.57)
(240.478, 1217.72)   (2427.35, -335.361)   (240.478, 1217.72)
(240.903, 1219.87)   (2431.64, -335.962)   (240.903, 1219.87)
(241.328, 1222.01)   (2435.93, -336.564)   (241.328, 1222.01)
(241.752, 1224.16)   (2440.22, -337.165)   (241.752, 1224.16)
(242.177, 1226.31)   (2444.52, -337.767)   (242.177, 1226.31)
(242.601, 1228.46)   (2448.81, -338.368)   (242.601, 1228.46)
(243.026, 1230.61)   (2453.1, -338.97)   (243.026, 1230.61)
(243.45, 1232.76)   (2457.39, -339.571)   (243.45, 1232.76)
(243.875, 1234.91)   (2461.68, -340.173)   (243.875, 1234.91)
(244.299, 1237.06)   (2465.97, -340.774)   (244.299, 1237.06)
(244.724, 1239.21)   (2470.26, -341.376)   (244.724, 1239.21)
(245.149, 1241.36)   (2474.55, -341.977)   (245.149, 1241.36)
(245.573, 1243.51)   (2478.85, -342.579)   (245.573, 1243.51)
(245.998, 1245.66)   (2483.14, -343.18)   (245.998, 1245.66)
(246.422, 1247.81)   (2487.43, -343.782)   (246.422, 1247.81)
(246.847, 1249.96)   (2491.72, -344.383)   (246.847, 1249.96)
(247.272, 1252.11)   (2496.01, -344.985)   (247.272, 1252.11)
(247.696, 1254.26)   (2500.3, -345.586)   (247.696, 1254.26)
(248.121, 1256.41)   (2504.59, -346.188)   (248.121, 1256.41)
(248.545, 1258.55)   (2508.89, -346.789)   (248.545, 1258.55)
(248.97, 1260.7)   (2513.18, -347.391)   (248.97, 1260.7)
(249.394, 1262.85)   (2517.47, -347.992)   (249.394, 1262.85)
(249.819, 1265)   (2521.76, -348.594)   (249.819, 1265)
(250.244, 1267.15)   (2526.05, -349.195)   (250.244, 1267.15)
(250.668, 1269.3)   (2530.34, -349.797)   (250.668, 1269.3)
(251.093, 1271.45)   (2534.63, -350.398)   (251.093, 1271.45)
(251.517, 1273.6)   (2538.92, -351)   (251.517, 1273.6)
(251.942, 1275.75)   (2543.22, -351.601)   (251.942, 1275.75)
(252.367, 1277.9)   (2547.51, -352.203)   (252.367, 1277.9)
(252.791, 1280.05)   (2551.8, -352.804)   (252.791, 1280.05)
(253.216, 1282.2)   (2556.09, -353.406)   (253.216, 1282.2)
(253.64, 1284.35)   (2560.38, -354.007)   (253.64, 1284.35)
(254.065, 1286.5)   (2564.67, -354.609)   (254.065, 1286.5)
(254.49, 1288.65)   (2568.96, -355.21)   (254.49, 1288.65)
(254.914, 1290.8)   (2573.25, -355.812)   (254.914, 1290.8)
(255.339, 1292.95)   (2577.55, -356.413)   (255.339, 1292.95)
(255.763, 1295.09)   (2581.84, -357.015)   (255.763, 1295.09)
(256.188, 1297.24)   (2586.13, -357.616)   (256.188, 1297.24)
(256.612, 1299.39)   (2590.42, -358.218)   (256.612, 1299.39)
(257.037, 1301.54)   (2594.71, -358.819)   (257.037, 1301.54)
(257.462, 1303.69)   (2599, -359.421)   (257.462, 1303.69)
(257.886, 1305.84)   (2603.29, -360.022)   (257.886, 1305.84)
(258.311, 1307.99)   (2607.58, -360.623)   (258.311, 1307.99)
(258.736, 1310.14)   (2611.88, -361.225)   (258.736, 1310.14)
(259.16, 1312.29)   (2616.17, -361.826)   (259.16, 1312.29)
(259.585, 1314.44)   (2620.46, -362.428)   (259.585, 1314.44)
(260.009, 1316.59)   (2624.75, -363.029)   (260.009, 1316.59)
(260.434, 1318.74)   (2629.04, -363.631)   (260.434, 1318.74)
(260.859, 1320.89)   (2633.33, -364.232)   (260.859, 1320.89)
(261.283, 1323.04)   (2637.62, -364.834)   (261.283, 1323.04)
(261.708, 1325.19)   (2641.91, -365.435)   (261.708, 1325.19)
(262.132, 1327.34)   (2646.21, -366.037)   (262.132, 1327.34)
