(56.508, 284.896)   (564.88, -74.2065)   (56.508, 284.896)
(56.9302, 287.045)   (569.172, -74.8089)   (56.9302, 287.045)
(57.3524, 289.194)   (573.464, -75.4113)   (57.3524, 289.194)
(57.7746, 291.343)   (577.756, -76.0136)   (57.7746, 291.343)
(58.1968, 293.492)   (582.047, -76.6159)   (58.1968, 293.492)
(58.619, 295.641)   (586.339, -77.2183)   (58.619, 295.641)
(59.0413, 297.79)   (590.631, -77.8206)   (59.0413, 297.79)
(59.4636, 299.94)   (594.923, -78.4229)   (59.4636, 299.94)
(59.8859, 302.089)   (599.215, -79.0252)   (59.8859, 302.089)
(60.3082, 304.238)   (603.507, -79.6275)   (60.3082, 304.238)
(60.7306, 306.387)   (607.799, -80.2298)   (60.7306, 306.387)
(61.153, 308.536)   (612.09, -80.8321)   (61.153, 308.536)
(61.5753, 310.685)   (616.382, -81.4343)   (61.5753, 310.685)
(61.9978, 312.834)   (620.674, -82.0366)   (61.9978, 312.834)
(62.4202, 314.984)   (624.966, -82.6389)   (62.4202, 314.984)
(62.8426, 317.133)   (629.258, -83.2411)   (62.8426, 317.133)
(63.2651, 319.282)   (633.549, -83.8434)   (63.2651, 319.282)
(63.6876, 321.431)   (637.841, -84.4456)   (63.6876, 321.431)
(64.1101, 323.58)   (642.133, -85.0479)   (64.1101, 323.58)
(64.5326, 325.729)   (646.425, -85.6501)   (64.5326, 325.729)
(64.9552, 327.879)   (650.717, -86.2523)   (64.9552, 327.879)
(65.3777, 330.028)   (655.009, -86.8545)   (65.3777, 330.028)
(65.8003, 332.177)   (659.3, -87.4567)   (65.8003, 332.177)
(66.2229, 334.326)   (663.592, -88.0589)   (66.2229, 334.326)
(66.6455, 336.475)   (667.884, -88.6611)   (66.6455, 336.475)
(67.0682, 338.624)   (672.176, -89.2633)   (67.0682, 338.624)
(67.4908, 340.774)   (676.467, -89.8655)   (67.4908, 340.774)
(67.9135, 342.923)   (680.759, -90.4677)   (67.9135, 342.923)
(68.3362, 345.072)   (685.051, -91.0698)   (68.3362, 345.072)
(68.7589, 347.221)   (689.343, -91.672)   (68.7589, 347.221)
(69.1816, 349.37)   (693.634, -92.2742)   (69.1816, 349.37)
(69.6043, 351.52)   (697.926, -92.8763)   (69.6043, 351.52)
(70.027, 353.669)   (702.218, -93.4785)   (70.027, 353.669)
(70.4498, 355.818)   (706.51, -94.0806)   (70.4498, 355.818)
(70.8726, 357.967)   (710.801, -94.6827)   (70.8726, 357.967)
(71.2954, 360.116)   (715.093, -95.2849)   (71.2954, 360.116)
(71.7182, 362.266)   (719.385, -95.887)   (71.7182, 362.266)
(72.141, 364.415)   (723.676, -96.4891)   (72.141, 364.415)
(72.5638, 366.564)   (727.968, -97.0912)   (72.5638, 366.564)
(72.9867, 368.713)   (732.26, -97.6934)   (72.9867, 368.713)
(73.4095, 370.862)   (736.551, -98.2955)   (73.4095, 370.862)
(73.8324, 373.012)   (740.843, -98.8976)   (73.8324, 373.012)
(74.2553, 375.161)   (745.135, -99.4997)   (74.2553, 375.161)
(74.6782, 377.31)   (749.427, -100.102)   (74.6782, 377.31)
(75.1011, 379.459)   (753.718, -100.704)   (75.1011, 379.459)
(75.5241, 381.609)   (758.01, -101.306)   (75.5241, 381.609)
(75.947, 383.758)   (762.302, -101.908)   (75.947, 383.758)
(76.37, 385.907)   (766.593, -102.51)   (76.37, 385.907)
(76.7929, 388.056)   (770.885, -103.112)   (76.7929, 388.056)
(77.2159, 390.205)   (775.177, -103.714)   (77.2159, 390.205)
(77.6389, 392.355)   (779.468, -104.316)   (77.6389, 392.355)
(78.0619, 394.504)   (783.76, -104.918)   (78.0619, 394.504)
(78.485, 396.653)   (788.052, -105.52)   (78.485, 396.653)
(78.908, 398.802)   (792.343, -106.122)   (78.908, 398.802)
(79.331, 400.952)   (796.635, -106.724)   (79.331, 400.952)
(79.7541, 403.101)   (800.926, -107.326)   (79.7541, 403.101)
(80.1772, 405.25)   (805.218, -107.929)   (80.1772, 405.25)
(80.6003, 407.399)   (809.51, -108.531)   (80.6003, 407.399)
(81.0233, 409.549)   (813.801, -109.133)   (81.0233, 409.549)
(81.4464, 411.698)   (818.093, -109.735)   (81.4464, 411.698)
(81.8696, 413.847)   (822.385, -110.337)   (81.8696, 413.847)
(82.2927, 415.996)   (826.676, -110.939)   (82.2927, 415.996)
(82.7158, 418.146)   (830.968, -111.541)   (82.7158, 418.146)
(83.139, 420.295)   (835.259, -112.143)   (83.139, 420.295)
(83.5621, 422.444)   (839.551, -112.745)   (83.5621, 422.444)
(83.9853, 424.593)   (843.843, -113.347)   (83.9853, 424.593)
(84.4085, 426.743)   (848.134, -113.949)   (84.4085, 426.743)
(84.8317, 428.892)   (852.426, -114.551)   (84.8317, 428.892)
(85.2549, 431.041)   (856.718, -115.153)   (85.2549, 431.041)
(85.6781, 433.19)   (861.009, -115.755)   (85.6781, 433.19)
(86.1013, 435.34)   (865.301, -116.357)   (86.1013, 435.34)
(86.5246, 437.489)   (869.592, -116.959)   (86.5246, 437.489)
(86.9478, 439.638)   (873.884, -117.56)   (86.9478, 439.638)
(87.3711, 441.788)   (878.175, -118.162)   (87.3711, 441.788)
(87.7943, 443.937)   (882.467, -118.764)   (87.7943, 443.937)
(88.2176, 446.086)   (886.759, -119.366)   (88.2176, 446.086)
(88.6409, 448.235)   (891.05, -119.968)   (88.6409, 448.235)
(89.0642, 450.385)   (895.342, -120.57)   (89.0642, 450.385)
(89.4875, 452.534)   (899.633, -121.172)   (89.4875, 452.534)
(89.9108, 454.683)   (903.925, -121.774)   (89.9108, 454.683)
(90.3341, 456.832)   (908.216, -122.376)   (90.3341, 456.832)
(90.7575, 458.982)   (912.508, -122.978)   (90.7575, 458.982)
(91.1808, 461.131)   (916.8, -123.58)   (91.1808, 461.131)
(91.6041, 463.28)   (921.091, -124.182)   (91.6041, 463.28)
(92.0275, 465.43)   (925.383, -124.784)   (92.0275, 465.43)
(92.4509, 467.579)   (929.674, -125.386)   (92.4509, 467.579)
(92.8743, 469.728)   (933.966, -125.988)   (92.8743, 469.728)
(93.2976, 471.878)   (938.257, -126.59)   (93.2976, 471.878)
(93.721, 474.027)   (942.549, -127.192)   (93.721, 474.027)
(94.1444, 476.176)   (946.841, -127.793)   (94.1444, 476.176)
(94.5678, 478.325)   (951.132, -128.395)   (94.5678, 478.325)
(94.9913, 480.475)   (955.424, -128.997)   (94.9913, 480.475)
(95.4147, 482.624)   (959.715, -129.599)   (95.4147, 482.624)
(95.8381, 484.773)   (964.007, -130.201)   (95.8381, 484.773)
(96.2616, 486.923)   (968.298, -130.803)   (96.2616, 486.923)
(96.685, 489.072)   (972.59, -131.405)   (96.685, 489.072)
(97.1085, 491.221)   (976.881, -132.007)   (97.1085, 491.221)
(97.532, 493.37)   (981.173, -132.609)   (97.532, 493.37)
(97.9554, 495.52)   (985.464, -133.211)   (97.9554, 495.52)
(98.3789, 497.669)   (989.756, -133.812)   (98.3789, 497.669)
(98.8024, 499.818)   (994.047, -134.414)   (98.8024, 499.818)
(99.2259, 501.968)   (998.339, -135.016)   (99.2259, 501.968)
(99.6494, 504.117)   (1002.63, -135.618)   (99.6494, 504.117)
(100.073, 506.266)   (1006.92, -136.22)   (100.073, 506.266)
(100.496, 508.416)   (1011.21, -136.822)   (100.496, 508.416)
(100.92, 510.565)   (1015.5, -137.424)   (100.92, 510.565)
(101.344, 512.714)   (1019.8, -138.025)   (101.344, 512.714)
(101.767, 514.864)   (1024.09, -138.627)   (101.767, 514.864)
(102.191, 517.013)   (1028.38, -139.229)   (102.191, 517.013)
(102.614, 519.162)   (1032.67, -139.831)   (102.614, 519.162)
(103.038, 521.311)   (1036.96, -140.433)   (103.038, 521.311)
(103.461, 523.461)   (1041.25, -141.035)   (103.461, 523.461)
(103.885, 525.61)   (1045.55, -141.637)   (103.885, 525.61)
(104.309, 527.759)   (1049.84, -142.238)   (104.309, 527.759)
(104.732, 529.909)   (1054.13, -142.84)   (104.732, 529.909)
(105.156, 532.058)   (1058.42, -143.442)   (105.156, 532.058)
(105.579, 534.207)   (1062.71, -144.044)   (105.579, 534.207)
(106.003, 536.357)   (1067, -144.646)   (106.003, 536.357)
(106.427, 538.506)   (1071.29, -145.248)   (106.427, 538.506)
(106.85, 540.655)   (1075.59, -145.85)   (106.85, 540.655)
(107.274, 542.805)   (1079.88, -146.451)   (107.274, 542.805)
(107.697, 544.954)   (1084.17, -147.053)   (107.697, 544.954)
(108.121, 547.103)   (1088.46, -147.655)   (108.121, 547.103)
(108.545, 549.253)   (1092.75, -148.257)   (108.545, 549.253)
(108.968, 551.402)   (1097.04, -148.859)   (108.968, 551.402)
(109.392, 553.551)   (1101.33, -149.46)   (109.392, 553.551)
(109.816, 555.701)   (1105.63, -150.062)   (109.816, 555.701)
(110.239, 557.85)   (1109.92, -150.664)   (110.239, 557.85)
(110.663, 559.999)   (1114.21, -151.266)   (110.663, 559.999)
(111.087, 562.149)   (1118.5, -151.868)   (111.087, 562.149)
(111.511, 564.298)   (1122.79, -152.469)   (111.511, 564.298)
(111.934, 566.448)   (1127.08, -153.071)   (111.934, 566.448)
(112.358, 568.597)   (1131.38, -153.673)   (112.358, 568.597)
(112.782, 570.746)   (1135.67, -154.275)   (112.782, 570.746)
(113.205, 572.896)   (1139.96, -154.877)   (113.205, 572.896)
(113.629, 575.045)   (1144.25, -155.479)   (113.629, 575.045)
(114.053, 577.194)   (1148.54, -156.08)   (114.053, 577.194)
(114.477, 579.344)   (1152.83, -156.682)   (114.477, 579.344)
(114.9, 581.493)   (1157.12, -157.284)   (114.9, 581.493)
(115.324, 583.642)   (1161.42, -157.886)   (115.324, 583.642)
(115.748, 585.792)   (1165.71, -158.487)   (115.748, 585.792)
(116.172, 587.941)   (1170, -159.089)   (116.172, 587.941)
(116.595, 590.09)   (1174.29, -159.691)   (116.595, 590.09)
(117.019, 592.24)   (1178.58, -160.293)   (117.019, 592.24)
(117.443, 594.389)   (1182.87, -160.895)   (117.443, 594.389)
(117.867, 596.538)   (1187.16, -161.496)   (117.867, 596.538)
(118.29, 598.688)   (1191.46, -162.098)   (118.29, 598.688)
(118.714, 600.837)   (1195.75, -162.7)   (118.714, 600.837)
(119.138, 602.987)   (1200.04, -163.302)   (119.138, 602.987)
(119.562, 605.136)   (1204.33, -163.903)   (119.562, 605.136)
(119.986, 607.285)   (1208.62, -164.505)   (119.986, 607.285)
(120.41, 609.435)   (1212.91, -165.107)   (120.41, 609.435)
(120.833, 611.584)   (1217.2, -165.709)   (120.833, 611.584)
(121.257, 613.733)   (1221.5, -166.311)   (121.257, 613.733)
(121.681, 615.883)   (1225.79, -166.912)   (121.681, 615.883)
(122.105, 618.032)   (1230.08, -167.514)   (122.105, 618.032)
(122.529, 620.181)   (1234.37, -168.116)   (122.529, 620.181)
(122.953, 622.331)   (1238.66, -168.718)   (122.953, 622.331)
(123.376, 624.48)   (1242.95, -169.319)   (123.376, 624.48)
(123.8, 626.629)   (1247.24, -169.921)   (123.8, 626.629)
(124.224, 628.779)   (1251.54, -170.523)   (124.224, 628.779)
(124.648, 630.928)   (1255.83, -171.125)   (124.648, 630.928)
(125.072, 633.077)   (1260.12, -171.726)   (125.072, 633.077)
(125.496, 635.227)   (1264.41, -172.328)   (125.496, 635.227)
(125.92, 637.376)   (1268.7, -172.93)   (125.92, 637.376)
(126.343, 639.526)   (1272.99, -173.532)   (126.343, 639.526)
(126.767, 641.675)   (1277.28, -174.133)   (126.767, 641.675)
(127.191, 643.824)   (1281.57, -174.735)   (127.191, 643.824)
(127.615, 645.974)   (1285.87, -175.337)   (127.615, 645.974)
(128.039, 648.123)   (1290.16, -175.938)   (128.039, 648.123)
(128.463, 650.272)   (1294.45, -176.54)   (128.463, 650.272)
(128.887, 652.422)   (1298.74, -177.142)   (128.887, 652.422)
(129.311, 654.571)   (1303.03, -177.744)   (129.311, 654.571)
(129.735, 656.72)   (1307.32, -178.345)   (129.735, 656.72)
(130.159, 658.87)   (1311.61, -178.947)   (130.159, 658.87)
(130.583, 661.019)   (1315.91, -179.549)   (130.583, 661.019)
(131.007, 663.168)   (1320.2, -180.151)   (131.007, 663.168)
(131.43, 665.318)   (1324.49, -180.752)   (131.43, 665.318)
(131.854, 667.467)   (1328.78, -181.354)   (131.854, 667.467)
(132.278, 669.616)   (1333.07, -181.956)   (132.278, 669.616)
(132.702, 671.766)   (1337.36, -182.557)   (132.702, 671.766)
(133.126, 673.915)   (1341.65, -183.159)   (133.126, 673.915)
(133.55, 676.065)   (1345.95, -183.761)   (133.55, 676.065)
(133.974, 678.214)   (1350.24, -184.363)   (133.974, 678.214)
(134.398, 680.363)   (1354.53, -184.964)   (134.398, 680.363)
(134.822, 682.513)   (1358.82, -185.566)   (134.822, 682.513)
(135.246, 684.662)   (1363.11, -186.168)   (135.246, 684.662)
(135.67, 686.811)   (1367.4, -186.769)   (135.67, 686.811)
(136.094, 688.961)   (1371.69, -187.371)   (136.094, 688.961)
(136.518, 691.11)   (1375.99, -187.973)   (136.518, 691.11)
(136.942, 693.259)   (1380.28, -188.574)   (136.942, 693.259)
(137.366, 695.409)   (1384.57, -189.176)   (137.366, 695.409)
(137.79, 697.558)   (1388.86, -189.778)   (137.79, 697.558)
(138.214, 699.707)   (1393.15, -190.38)   (138.214, 699.707)
(138.638, 701.857)   (1397.44, -190.981)   (138.638, 701.857)
(139.062, 704.006)   (1401.73, -191.583)   (139.062, 704.006)
(139.486, 706.155)   (1406.03, -192.185)   (139.486, 706.155)
(139.91, 708.305)   (1410.32, -192.786)   (139.91, 708.305)
(140.334, 710.454)   (1414.61, -193.388)   (140.334, 710.454)
(140.758, 712.604)   (1418.9, -193.99)   (140.758, 712.604)
(141.182, 714.753)   (1423.19, -194.591)   (141.182, 714.753)
(141.606, 716.902)   (1427.48, -195.193)   (141.606, 716.902)
(142.03, 719.052)   (1431.77, -195.795)   (142.03, 719.052)
(142.454, 721.201)   (1436.06, -196.396)   (142.454, 721.201)
(142.878, 723.351)   (1440.36, -196.998)   (142.878, 723.351)
(143.303, 725.5)   (1444.65, -197.6)   (143.303, 725.5)
(143.727, 727.65)   (1448.94, -198.202)   (143.727, 727.65)
(144.151, 729.799)   (1453.23, -198.803)   (144.151, 729.799)
(144.575, 731.948)   (1457.52, -199.405)   (144.575, 731.948)
(144.999, 734.098)   (1461.81, -200.007)   (144.999, 734.098)
(145.423, 736.247)   (1466.1, -200.608)   (145.423, 736.247)
(145.847, 738.397)   (1470.4, -201.21)   (145.847, 738.397)
(146.271, 740.546)   (1474.69, -201.812)   (146.271, 740.546)
(146.695, 742.695)   (1478.98, -202.413)   (146.695, 742.695)
(147.119, 744.845)   (1483.27, -203.015)   (147.119, 744.845)
(147.543, 746.994)   (1487.56, -203.617)   (147.543, 746.994)
(147.967, 749.144)   (1491.85, -204.218)   (147.967, 749.144)
(148.391, 751.293)   (1496.14, -204.82)   (148.391, 751.293)
(148.816, 753.443)   (1500.44, -205.422)   (148.816, 753.443)
(149.24, 755.592)   (1504.73, -206.023)   (149.24, 755.592)
(149.664, 757.741)   (1509.02, -206.625)   (149.664, 757.741)
(150.088, 759.891)   (1513.31, -207.227)   (150.088, 759.891)
(150.512, 762.04)   (1517.6, -207.828)   (150.512, 762.04)
(150.936, 764.19)   (1521.89, -208.43)   (150.936, 764.19)
(151.36, 766.339)   (1526.18, -209.032)   (151.36, 766.339)
(151.784, 768.488)   (1530.48, -209.633)   (151.784, 768.488)
(152.208, 770.638)   (1534.77, -210.235)   (152.208, 770.638)
(152.633, 772.787)   (1539.06, -210.836)   (152.633, 772.787)
(153.057, 774.937)   (1543.35, -211.438)   (153.057, 774.937)
(153.481, 777.086)   (1547.64, -212.04)   (153.481, 777.086)
(153.905, 779.235)   (1551.93, -212.641)   (153.905, 779.235)
(154.329, 781.385)   (1556.22, -213.243)   (154.329, 781.385)
(154.753, 783.534)   (1560.51, -213.845)   (154.753, 783.534)
(155.177, 785.684)   (1564.81, -214.446)   (155.177, 785.684)
(155.602, 787.833)   (1569.1, -215.048)   (155.602, 787.833)
(156.026, 789.983)   (1573.39, -215.65)   (156.026, 789.983)
(156.45, 792.132)   (1577.68, -216.251)   (156.45, 792.132)
(156.874, 794.281)   (1581.97, -216.853)   (156.874, 794.281)
(157.298, 796.431)   (1586.26, -217.455)   (157.298, 796.431)
(157.722, 798.58)   (1590.55, -218.056)   (157.722, 798.58)
(158.147, 800.73)   (1594.85, -218.658)   (158.147, 800.73)
(158.571, 802.879)   (1599.14, -219.26)   (158.571, 802.879)
(158.995, 805.028)   (1603.43, -219.861)   (158.995, 805.028)
(159.419, 807.178)   (1607.72, -220.463)   (159.419, 807.178)
(159.843, 809.327)   (1612.01, -221.064)   (159.843, 809.327)
(160.267, 811.477)   (1616.3, -221.666)   (160.267, 811.477)
(160.692, 813.626)   (1620.59, -222.268)   (160.692, 813.626)
(161.116, 815.776)   (1624.89, -222.869)   (161.116, 815.776)
(161.54, 817.925)   (1629.18, -223.471)   (161.54, 817.925)
(161.964, 820.074)   (1633.47, -224.073)   (161.964, 820.074)
(162.388, 822.224)   (1637.76, -224.674)   (162.388, 822.224)
(162.813, 824.373)   (1642.05, -225.276)   (162.813, 824.373)
(163.237, 826.523)   (1646.34, -225.877)   (163.237, 826.523)
(163.661, 828.672)   (1650.63, -226.479)   (163.661, 828.672)
(164.085, 830.821)   (1654.92, -227.081)   (164.085, 830.821)
(164.509, 832.971)   (1659.22, -227.682)   (164.509, 832.971)
(164.934, 835.12)   (1663.51, -228.284)   (164.934, 835.12)
(165.358, 837.27)   (1667.8, -228.886)   (165.358, 837.27)
(165.782, 839.419)   (1672.09, -229.487)   (165.782, 839.419)
